file_path,thumbnail,page_no,set_key,year,written_by,director,location,group_key
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i01-p0027.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i01-p0027.jpg,27,dra037-s01-b010-f118-i01,1991,"Overmyer, Eric","Wojewodski, Jr., Stan",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i01-p0028.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i01-p0028.jpg,28,dra037-s01-b010-f118-i01,1991,"Overmyer, Eric","Wojewodski, Jr., Stan",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0001.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0001.jpg,1,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0002.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0002.jpg,2,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0003.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0003.jpg,3,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0004.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0004.jpg,4,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0005.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0005.jpg,5,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0006.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0006.jpg,6,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0007.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0007.jpg,7,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i02-p0008.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i02-p0008.jpg,8,dra037-s01-b010-f118-i02,1991,,"Rucker, Mark",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0001.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0001.jpg,1,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0002.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0002.jpg,2,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0003.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0003.jpg,3,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0004.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0004.jpg,4,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0005.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0005.jpg,5,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0006.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0006.jpg,6,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0007.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0007.jpg,7,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0008.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0008.jpg,8,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0009.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0009.jpg,9,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0010.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0010.jpg,10,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0011.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0011.jpg,11,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0012.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0012.jpg,12,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0013.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0013.jpg,13,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0014.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0014.jpg,14,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0015.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0015.jpg,15,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0016.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0016.jpg,16,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0017.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0017.jpg,17,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0018.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0018.jpg,18,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0019.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0019.jpg,19,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0020.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0020.jpg,20,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0021.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0021.jpg,21,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0022.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0022.jpg,22,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0023.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0023.jpg,23,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0024.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0024.jpg,24,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0025.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0025.jpg,25,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0026.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0026.jpg,26,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0027.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0027.jpg,27,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i03-p0028.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i03-p0028.jpg,28,dra037-s01-b010-f118-i03,1991,"Fugard, Athol","Margid, Elizabeth S.",Yale Repertory Theatre,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0001.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0001.jpg,1,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0002.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0002.jpg,2,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0003.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0003.jpg,3,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0004.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0004.jpg,4,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0005.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0005.jpg,5,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-images-revised/dra037-s01-b010-f118-i04-p0006.jpg,https://s3-us-west-2.amazonaws.com/lab-apps/ensemble-at-yale/page-thumbs-revised/dra037-s01-b010-f118-i04-p0006.jpg,6,dra037-s01-b010-f118-i04,1991,"Cixous, Helene","Mazor, Marya",Yale School of Drama,stan_wojewodski
